id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,sourcePrimaryKey-dbpk,collID,recordID,references
2403101,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74287,74287,urn:catalog:CAS:BOT:526694,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Emmel, John F.",,275,5/14/70,,1970,5,14,134,,14-May-70,Food of Euchloe ausonides.,Along cliff edge.,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Marin County,,"Between Yellow Bluff and Cavallo Point, south southeast of Sausalito.",,0,,,,,,,,,,,30,,,,,100.0000000000 ft,,en,,urn:catalog:CAS:BOT-BC:74287,1,d64149cc-b4f4-4098-9a6a-8e9456f36b28,https://www.cch2.org/portal/collections/individual/index.php?occid=2403101
2452819,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74300,74300,urn:catalog:CAS:BOT:592413,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Twisselmann, Ernest C.",,16684,6/11/70,,1970,6,11,162,,"June 11, 1970.",Common weed.,In dense river-bank growth. Coastal plain.,,,,,,,,herbariumSpecimenDuplicate: https://www.cch2.org/portal/collections/individual/index.php?guid=cc97b733-cd2c-45ed-9ea2-2ce711bc9073 | herbariumSpecimenDuplicate: https://www.cch2.org/portal/collections/individual/index.php?guid=urn:catalog:CAS:BOT-BC:74299,,,,,,,,,,,North America,,,,United States,California,Monterey County,,"Salinas River, ca. 1 mile above its mouth.",,0,,,,,,,,,,,6,,,,,20.0000000000 ft,,en,,urn:catalog:CAS:BOT-BC:74300,1,2e779e4a-8153-44a4-b766-e99875f7f433,https://www.cch2.org/portal/collections/individual/index.php?occid=2452819
2866491,MACF,,,PreservedSpecimen,68e8c646-7948-46ef-9e1c-346a5b819743,MACF030454,MACF019164,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,C.E. Jones,12/16/85,,,,,,John L. Stevens,,149,5/12/70,,1970,5,12,132,,5/12/70,,Disturbed field,,,,,,,,,,,,,,,,,,,,,,,United States,California,Orange,Westminster,"Vacant field adjacent to the San Diego Freeway, Just East of the Westminster Ave turn off.",,0,,,,,,,,,,,15,,,,,50ft,,,TuesDani,,36,68e8c646-7948-46ef-9e1c-346a5b819743,https://www.cch2.org/portal/collections/individual/index.php?occid=2866491
2866594,MACF,,,PreservedSpecimen,7c5ea8c8-d166-4dd3-9951-6d4ec0bcccaa,MACF030452,MACF019229,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,G. Fall,,D014,2/22/70,,1970,2,22,53,,2/22/70,collected withing 1400-1430 hours. (2-2.30 PM),,,,,,,,,,,,,,,,,,,,,,,,United States,California,Orange,Placentia,"50 yards N. of Birch Rd. on Valencia Blvd. 0.7 mi from Imerial Highway, collected from within 5 yards on both sides of Valencia Blvd.",,0,,,,,,,,,,,91,,,,,300ft,,,TuesDani,,36,7c5ea8c8-d166-4dd3-9951-6d4ec0bcccaa,https://www.cch2.org/portal/collections/individual/index.php?occid=2866594
2866841,MACF,,,PreservedSpecimen,8599e4ac-6fc6-4f95-bd58-3d70b25f7a6a,MACF030470,MACF019231,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,J. Fraser,,166,5/8/70,,1970,5,8,128,,5/8/70,,Coastal strand,,"Very large herb 4' tall.; root, stem section, leaves, and flowers included",,,,,,,,,,,,,,,,,,,,,United States,California,Mendocino,,27 miles S from Big Sur on highway 1 at Nacimiento Rd.,,0,,35.988616,-121.493819,WGS84,352,DED,,GeoLocate,,,30,,,,,100ft,,,TuesDani,,36,8599e4ac-6fc6-4f95-bd58-3d70b25f7a6a,https://www.cch2.org/portal/collections/individual/index.php?occid=2866841
3737681,SCFS,,,PreservedSpecimen,e49dd26e-a640-4977-b87e-c0fae1722514,SCFS5308,838,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,B. Trowbridge,7/24/70,,,,,,B. A. Trowbridge,,1480,7/24/70,,1970,7,24,205,,7/24/70,,,,,,,,,,,,"Thlaspi, Sidalcea, Achillaea.",Flower,,,,,,,,,,,,United States,California,Nevada,,"Across Sagehen Creek from Tool Shed, University of California Sagehen Creek Wildlife Field Station.",,0,,39.430993,-120.240807,WGS84,69,,,,,,1951,,,,,6400 feet,,,jmvlsqz,7348046,7,0fb95ac0-04ce-45e9-8525-3cb06b29421c,https://www.cch2.org/portal/collections/individual/index.php?occid=3737681
3792189,FSC,,,PreservedSpecimen,84a892f1-3237-42e5-a231-8cef6d6fea69,FSC0010474,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Gary A. Watkins,,70035,3/6/70,,1970,3,6,65,,6-Mar-70,,"The soil type was loam and this plant is common. The plant community is the Valley Grassland. Associated with Montia perfollata , Raphanus rapitanistrum, Brassica Campestins",,,,,,,,,,,,,,,,,,,,,,,United States,California,Yuba,,"The location of this plant was on Brownvilw Road, 6 miles north of Highway 20.the plant community is the Valley Grassland,",,0,,,,,,,,,,,152,,,,,"1,500 feet",,en,pawanpreetgill5,,38,84a892f1-3237-42e5-a231-8cef6d6fea69,https://www.cch2.org/portal/collections/individual/index.php?occid=3792189
3801184,CSLA,,,PreservedSpecimen,c910beaa-4dcf-449d-ad8a-ba2917caacdb,CSLA000827,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,James Henrickson,,4978,7/24/70,,1970,7,24,205,,24-Jul-70,,Weedy herb to 2 ft. high along base of mesa with weedy grasses,,,,,,,weedy herb to 2 ft. high,,,,,,,,,,,,,,,,United States,California,Orange,,1 1/2 miles NW of Huntington Beach along NW facing base of Huntington Beach Mesa bordering Bolsa Chica Salt Marsh,,0,,33.6834,-118.0284,WGS84,100,JeannieGregory (2021-03-02 16:24:41),Google Earth,georef batch tool 2021-03-02,reviewed - high confidence,point at described locale,3,,,,,10 ft.,,,,,42,c910beaa-4dcf-449d-ad8a-ba2917caacdb,https://www.cch2.org/portal/collections/individual/index.php?occid=3801184
4404154,SOC,,SOC,PreservedSpecimen,29a5d980-70a6-4348-b3bc-630fd0509b58,1951,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Mike Miller,1/28/72,,,,,,Kevin Webb,,2,7/13/70,,1970,7,13,194,194,7/13/70,"Scattered, purple [ flowers ], about 1 ft. high.","in orchard and surrounding area, clay soil, assoc. legumes, locoweed, composites",,,,,,,,,,,flowers and fruits,,,,,,,,,,,,U.S.A.,California,Sonoma,,Noland Rd.,,0,,,,,,,,,,,244,,,,,800 ft.,,en,,2244559,82,068b1281-2f2c-427f-b341-f2923340d50f,https://www.cch2.org/portal/collections/individual/index.php?occid=4404154
4457537,PUA,,,PreservedSpecimen,bbd73691-cf3e-43fb-bfd5-01965cc1fcd4,PUA009200,3794: 1753,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,H. Paul Buchheim,,,,,,,H. Paul Buchheim,,,5/17/70,,1970,5,17,137,,5/17/70,,Roadside,Soil Origin: Alluvial,,,,,,,,,,,,,,,,,,,,,,United States,California,Mendocino,,Local landmark: Albion. Albion Quad.,,0,,39.225,-123.775,,,,,,,,30,,,,,30 m,,,preprocessed,,4,bbd73691-cf3e-43fb-bfd5-01965cc1fcd4,https://www.cch2.org/portal/collections/individual/index.php?occid=4457537
4458927,PUA,,,PreservedSpecimen,b6584827-d6f9-44f3-a45d-71b53846d0c9,PUA009198,3572: 2794,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,E.E. Ground,,,,,,,E.E. Ground,,,2/6/70,,1970,2,6,37,,2/6/70,,Grassy Field,Soil Origin: Alluvial; Soil Texture: Clay Loam,,,,,,,,,,,,,,,,,,,,,,United States,California,Napa,,Local landmark: Napa River. Napa Quad.,,0,,38.375,-122.303333,,,,,,,,60,,,,,60 m,,,preprocessed,,4,b6584827-d6f9-44f3-a45d-71b53846d0c9,https://www.cch2.org/portal/collections/individual/index.php?occid=4458927
4465868,PUA,,,PreservedSpecimen,396f02ab-f092-4980-be09-a5d5233bae55,PUA009212,3941: 2033,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,J.G. Nanney,,,,,,,J.G. Nanney,,,4/20/70,,1970,4,20,110,,4/20/70,,Roadside,Soil Origin: Alluvial; Soil Texture: Clay Loam,,,,,,,,,,,,,,,,,,,,,,United States,California,Napa,,Local landmark: Deer Park. St. Helena Quad.,,0,,38.55,-122.471667,,,,,,,,274,,,,,274 m,,,preprocessed,,4,396f02ab-f092-4980-be09-a5d5233bae55,https://www.cch2.org/portal/collections/individual/index.php?occid=4465868
4471174,PUA,,,PreservedSpecimen,d6386cfd-bb37-441e-b419-279437a92f94,PUA009202,4267: 3432,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Marvin Butler,,,,,,,Marvin Butler,,,9/11/70,,1970,9,11,254,,9/11/70,,Mountain or Hillside Slopes,Soil Origin: Alluvial; Soil Texture: Clay Loam,,,,,,,,,,,,,,,,,,,,,,United States,California,Napa,,Local landmark: Angwin. St. Helena Quad.,,0,,38.568333,-122.44,,,,,,,,457,,,,,457 m,,,preprocessed,,4,d6386cfd-bb37-441e-b419-279437a92f94,https://www.cch2.org/portal/collections/individual/index.php?occid=4471174
4471937,PUA,,,PreservedSpecimen,3e57af70-d869-4af7-8b8e-539f4a4aa846,,3433,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,S.K. Liou,,,,,,,S.K. Liou,,,4/20/70,,1970,4,20,110,,4/20/70,,Mountain or Hillside Slopes,Soil Origin: Alluvial; Soil Texture: Clay Loam,,,,,,,,,,,,,,,,,,,,,,United States,California,Napa,,Local landmark: Angwin. St. Helena Quad.,,0,,38.568333,-122.44,,,,,,,,487,,,,,487 m,,,preprocessed,,4,3e57af70-d869-4af7-8b8e-539f4a4aa846,https://www.cch2.org/portal/collections/individual/index.php?occid=4471937
4485099,PUA,,,PreservedSpecimen,dbfde33f-4ef7-4791-8b74-5071c4b62839,PUA009204,4489: 2014,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,J.L. Kraemer,,,,,,,J.L. Kraemer,,,9/7/70,,1970,9,7,250,,9/7/70,,Disturbed Areas,,,,,,,,,,,,,,,,,,,,,,,United States,California,El Dorado,,Local landmark: Camino. Camino Quad.,,0,,38.693333,-120.668333,,,,,,,,914,,,,,914 m,,,preprocessed,,4,dbfde33f-4ef7-4791-8b74-5071c4b62839,https://www.cch2.org/portal/collections/individual/index.php?occid=4485099
5504852,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:684489,684489,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,"Oliver, John",,3,4/12/70,,1970,4,12,102,,4/12/70,Cruciferae. Biennial herb. Blue flowers. . CalState Hayward.,disturbed beach parking lot; soil: sandy; weather: sunny,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Marin County,,Stinson Beach,,0,,,,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:684489,1,68b8b2a9-a582-4753-9d2f-7d1767d8d4e5,https://www.cch2.org/portal/collections/individual/index.php?occid=5504852
5504853,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:684490,684490,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,"Rodrigues, Bob",,13,4/19/70,,1970,4,19,109,,19-Apr-70,White flowers with purple veins. Plant 1-3 feet tall. . CalState Hayward. Located 2 miles north of Olema. .,open grassy field; sandy soil.,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Marin County,,Olema Marsh,,0,,,,,,,,,,,6,,,,,20.0000000000 ft,,en,,urn:catalog:CAS:BOT-BC:684490,1,abd76545-e642-4cc4-87ef-eccf95c8914a,https://www.cch2.org/portal/collections/individual/index.php?occid=5504853
5504860,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:684498,684498,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,"Vais, Christopher L.",,17,4/15/70,,1970,4,15,105,,4/15/70,"Purple fading to white, 2-3 feet tall. . CalState Hayward.","0 degree slope, Serpentine, open, west facing direct light, Iceplant border.",,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Alameda County,,CBRH Property,,0,,,,,,,,,,,122,,,,,400.0000000000 ft,,en,,urn:catalog:CAS:BOT-BC:684498,1,1b60d974-da11-4814-817e-97aea7d0694e,https://www.cch2.org/portal/collections/individual/index.php?occid=5504860
5504865,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:684504,684504,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,"Blankinship, Tom",,84,5/20/70,,1970,5,20,140,,5/20/70,Brassicacae family. . CalState Hayward.,"Roadside, open sunlight, rocky soil with grasses, Silybum.",,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Alameda County,,"Washington Blvd., Fremont.",,0,,,,,,,,,,,15,,,,,50.0000000000 ft,,en,,urn:catalog:CAS:BOT-BC:684504,1,6e037831-f11b-4acf-b4db-941c8d3d7b4f,https://www.cch2.org/portal/collections/individual/index.php?occid=5504865
5569854,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:685182,685182,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,"Lewis, Lynn",,48,5/10/70,,1970,5,10,130,,"10 May, 1970",3 feet tall. Flowers yellow with purple veins. . CalState Hayward. Associated with other crucifers. .,"Direct sunlight, coastal.",,,,,,,,,,,,,,,,,,,North America,,,,United States,California,San Mateo County,,Half Moon Bay,,0,,,,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:685182,1,3189e7d8-9c6a-4011-b4db-8e60a6272961,https://www.cch2.org/portal/collections/individual/index.php?occid=5569854
632438,IRVC,,,PreservedSpecimen,23cae5f2-a8c2-4a61-bb24-b90b63c1ea75,,IRVC16136,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,R. Meinzer,T. Mulroy,,4/25/71,,1971,4,25,115,,25-Apr-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,37,23cae5f2-a8c2-4a61-bb24-b90b63c1ea75,https://www.cch2.org/portal/collections/individual/index.php?occid=632438
1937798,SD,,,PreservedSpecimen,12D0F95D-193B-453E-B8F2-A3D86FD5BAC9,SD00025633,SD80220,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,"Reed C. Rollins, 1982",,,,,,,Reid Moran,,18556,9/25/71,,1971,9,25,268,,9/25/71,,Occasional in wet ground.,,,,,,,,herbariumSpecimenDuplicate: https://www.cch2.org/portal/collections/individual/index.php?guid=6cd22382-cdfc-4cae-97d3-f4ad64d98ba1,,,FL,,,,,,,,,,,,Mexico,Baja California,Unknown,,Playas de Tijuana.,,0,,32.5333,-117.1167,WGS84,,n/a,,Coordinates from label,,n/a,10,,,,,,,,,SD80220,43,c14d6b82-4a44-46d7-abc1-d367396ce62d,https://www.cch2.org/portal/collections/individual/index.php?occid=1937798
2039506,CHSC,VascularPlants,,PreservedSpecimen,3a8fac81-ce78-4ec1-b8c4-12e9e8605a49,CHSC026459,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,R.E. Preston,1/4/82,,,,,,P. Moyer,,69,11/7/71,,1971,11,7,311,,11/7/71,,Flowers white with purple veins.,,,,,,,,,,,,,,,,,,,,,,,United States,California,Butte,,CSUC Campus. Lot between stadium and parking lot.,,0,,39.730556,-121.844444,NAD83,402,Bill Carlson,,,,,61,,,,,200ft.,,,,,44,3a8fac81-ce78-4ec1-b8c4-12e9e8605a49,https://www.cch2.org/portal/collections/individual/index.php?occid=2039506
2262509,LOB,,,PreservedSpecimen,246a161b-1524-46e8-aab1-66e2ae739e8b,LOB116464,2520,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,J.V. Olmstead,,73,5/10/71,,1971,5,10,130,,10-May-71,,side of road,,,,,,,,,,,,,,,,,,,,,,,United States,California,Orange,,intersection of Santiago Cny. Rd. and Silverado Cyn. Rd.,,0,,33.7485,-117.673,WGS84,2000,jennahann44 (2020-03-01 20:55:48),,georef batch tool 2020-03-01; GeoLocate,reviewed - high confidence,,335,,,,,1100 ft,,,14412695,,19,246a161b-1524-46e8-aab1-66e2ae739e8b,https://www.cch2.org/portal/collections/individual/index.php?occid=2262509
2262510,LOB,,,PreservedSpecimen,8339245b-7eab-41d8-ac01-a26e7fb33ec9,LOB116465,2521,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,B. Hasse,,2,5/11/71,,1971,5,11,131,,11-May-71,,,,,,,,,,,,,,,,,,,,,,,,,United States,California,Orange,,Silverado Canyon Rd. about 200 ft. from junction of Santiago Canyon Rd.,,0,,33.7485,-117.673,WGS84,2000,jennahann44 (2020-03-01 20:55:48),,georef batch tool 2020-03-01; GeoLocate,reviewed - high confidence,,305,,,,,1000 ft,,,14412695,,19,8339245b-7eab-41d8-ac01-a26e7fb33ec9,https://www.cch2.org/portal/collections/individual/index.php?occid=2262510
3801176,CSLA,,,PreservedSpecimen,6cd22382-cdfc-4cae-97d3-f4ad64d98ba1,CSLA000824,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,Reid Moran,,18556,9/25/71,,1971,9,25,268,,25-Sep-71,Occasional,In wet ground,,,,,,,"Petals pale yellow (drying deeper yellow) or white, with purplish veins.",herbariumSpecimenDuplicate: https://www.cch2.org/portal/collections/individual/index.php?guid=12D0F95D-193B-453E-B8F2-A3D86FD5BAC9,,,,,,,,,,,,,,,Mexico,Baja California,Tijuana,,Playas de Tijuana.,,0,,32.5333,-117.1167,WGS84,,,,Coordinates from label,,copied from duplicate,10,,,,,10 m.,,,preprocessed,,42,6cd22382-cdfc-4cae-97d3-f4ad64d98ba1,https://www.cch2.org/portal/collections/individual/index.php?occid=3801176
4488222,PUA,,,PreservedSpecimen,2fa55571-73d4-4624-aeda-668d32ec16c3,PUA009194,5372: 5269,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,G.L. Clifton,,,,,,,G.L. Clifton,,,7/1/71,,1971,7,1,182,,7/1/71,,Disturbed Areas,Soil Texture: Gravel,,,,,,,,,,,,,,,,,,,,,,United States,California,Plumas,,Local landmark: Amer Valley. Quincy Quad.,,0,,39.953333,-120.925,,,,,,,,1036,,,,,1036 m,,,preprocessed,,4,2fa55571-73d4-4624-aeda-668d32ec16c3,https://www.cch2.org/portal/collections/individual/index.php?occid=4488222
202466,OBI,,,PreservedSpecimen,80676a03-7c08-4f02-886e-3bae3a3faf89,OBI101759,3893,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Elizabeth Rudd,,264,5/23/71,,1971,5,23,143,,23-May-71,,"Soil, clay loam. roadside",,Annual; fls light purple; weed,,,,,,,,,,,,,,,,,,,,,United States,California,San Luis Obispo,,3 mi NE of Santa Margarita,,0,,35.418043,-120.568649,WGS84,1486,UCBerkeley I,,GeoLocate (copied from OBI3834),,georef from old CCH cumulative file,274,,,,,900ft.,,,preprocessed,,12,78ff442e-3b7c-4dcc-bda7-c16d71341966,https://www.cch2.org/portal/collections/individual/index.php?occid=202466
